alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
house-of-antojitos-bronx,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'latin', u'title': u'Latin American'}]",40.8559432697,-73.8879597537,(718) 758-6504,14153.37023,SFli0AjqWHijncmw3-yMTA,https://s3-media2.fl.yelpcdn.com/bphoto/nv8JZgABTQQjWlGXJcA3RQ/o.jpg,False,583 E187 St,,,Bronx,US,"[583 E187 St, Bronx, NY 10458]",NY,10458,House of Antojitos,17187586504.0,$,4.0,20,"[delivery, pickup]",https://www.yelp.com/biz/house-of-antojitos-bronx?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-north-bergen,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.8098699,-74.00134,(201) 869-3477,15249.4424129,_Ts5pxrERNIs5UUygeEm7w,https://s3-media2.fl.yelpcdn.com/bphoto/YPp7IuThrYY052yOoKYg8w/o.jpg,False,9271 Kennedy Blvd,,,North Bergen,US,"[9271 Kennedy Blvd, North Bergen, NJ 07047]",NJ,7047,White Castle,12018693477.0,$,3.5,26,[delivery],https://www.yelp.com/biz/white-castle-north-bergen?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
oche-a-tu-gusto-new-york,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.8541182335,-73.9304536262,(646) 964-4361,15122.4365227,PCVXdAfqe50hINaKLvCbgQ,https://s3-media1.fl.yelpcdn.com/bphoto/KvtG26JujTBxOkC86xBQCw/o.jpg,False,1573 St Nicholas Ave,,,New York,US,"[1573 St Nicholas Ave, New York, NY 10040]",NY,10040,Oche A Tu Gusto,16469644361.0,$,4.5,10,"[delivery, pickup]",https://www.yelp.com/biz/oche-a-tu-gusto-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-new-york-41,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.757217,-73.969192,(646) 735-7282,10207.4910503,WhpYUl9BgMkiCpHYAsU9UA,https://s3-media2.fl.yelpcdn.com/bphoto/5fLThkCFpJibAZ30RXzWTA/o.jpg,False,875 3rd Ave,,,New York,US,"[875 3rd Ave, New York, NY 10022]",NY,10022,Subway,16467357282.0,$,4.0,17,[pickup],https://www.yelp.com/biz/subway-new-york-41?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-secaucus,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.787555,-74.045813,(201) 223-0562,17408.3985579,Ibk2DnCNvlWd9Oi61jaK-A,https://s3-media2.fl.yelpcdn.com/bphoto/NUNK3OmIMaX6D-msbbyobA/o.jpg,False,700 Plaza Dr,,,Secaucus,US,"[700 Plaza Dr, Secaucus, NJ 07094]",NJ,7094,Chipotle Mexican Grill,12012230562.0,$,3.5,65,[],https://www.yelp.com/biz/chipotle-mexican-grill-secaucus?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chick-fil-a-paramus,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.956158,-74.068761,(201) 967-1059,30888.6092722,HTyKJIhj6gucXVcX_1Fm3g,https://s3-media2.fl.yelpcdn.com/bphoto/5JJwhrx55i9sNgYZedmqmw/o.jpg,False,2065 Paramus Park Mall,,,Paramus,US,"[2065 Paramus Park Mall, Paramus, NJ 07652]",NJ,7652,Chick-fil-A,12019671059.0,$,4.0,68,[],https://www.yelp.com/biz/chick-fil-a-paramus?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-bergenfield,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.93258,-73.99612,(201) 244-1348,25397.1710032,FjVnvfW-Aa4kwiEWlKoHmg,https://s3-media3.fl.yelpcdn.com/bphoto/gZG1eHW2pirMkuS6W9b7yQ/o.jpg,False,150 N Washington Ave,,,Bergenfield,US,"[150 N Washington Ave, Bergenfield, NJ 07621]",NJ,7621,Wendy's,12012441348.0,$,3.0,18,[],https://www.yelp.com/biz/wendys-bergenfield?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
potbelly-sandwich-shop-new-york-5,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'soup', u'title': u'Soup'}]",40.752914,-73.988981,(646) 289-4205,11714.4726648,WXNH5L0R3GtVswbDO1nzFQ,https://s3-media2.fl.yelpcdn.com/bphoto/GzLJCrcslj7IR0r3xEdryA/o.jpg,False,501 7th Avenue,,,New York,US,"[501 7th Avenue, New York, NY 10018]",NY,10018,Potbelly Sandwich Shop,16462894205.0,$,3.5,175,"[pickup, delivery]",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-5?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-jamaica-4,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.71228,-73.78406,(718) 658-5047,6182.33644001,4zSpLW4DExZgG-HLIy9vqQ,https://s3-media3.fl.yelpcdn.com/bphoto/VM_DGKiImePjiqEoH1sivg/o.jpg,False,17908 Hillside Ave,,,Jamaica,US,"[17908 Hillside Ave, Jamaica, NY 11432]",NY,11432,Burger King,17186585047.0,$,2.5,11,[],https://www.yelp.com/biz/burger-king-jamaica-4?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-bronx-3,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.8589,-73.88646,(718) 584-5310,14445.5146074,FrP1M_FxPABkjW8_5YjmpQ,https://s3-media3.fl.yelpcdn.com/bphoto/u2YmqcEqf7En_IAehGiU4Q/o.jpg,False,550 E Fordham Rd,,,Bronx,US,"[550 E Fordham Rd, Bronx, NY 10458]",NY,10458,White Castle,17185845310.0,$,3.0,28,"[delivery, pickup]",https://www.yelp.com/biz/white-castle-bronx-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-elmont,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.70846,-73.72028,(516) 354-6080,11470.8178328,m9EF79iTBlo8rUSaBhNFUg,https://s3-media4.fl.yelpcdn.com/bphoto/WaXeQKsdkEyqC9GUpRy3hg/o.jpg,False,199 Hempstead Tpke,,,Elmont,US,"[199 Hempstead Tpke, Elmont, NY 11003]",NY,11003,Wendy's,15163546080.0,$,2.0,22,[],https://www.yelp.com/biz/wendys-elmont?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-brooklyn-3,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.608311,-73.919918,(347) 549-4079,14816.603136,LWkC-3el_21HeiFgm9wImw,https://s3-media4.fl.yelpcdn.com/bphoto/TnBLB2QFPr6SmeoPpkyGzw/o.jpg,False,5102 Ave U,Ste 2223,,Brooklyn,US,"[5102 Ave U, Ste 2223, Brooklyn, NY 11234]",NY,11234,Chipotle Mexican Grill,13475494079.0,$,2.0,33,[],https://www.yelp.com/biz/chipotle-mexican-grill-brooklyn-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
the-habit-burger-grill-fair-lawn-3,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.9432945757,-74.1294061393,(201) 475-3800,33107.6239822,qe0k6n5BoMQVJbviY1wL2A,https://s3-media2.fl.yelpcdn.com/bphoto/Nx3aKKDx6SzGj5Efl2YdIQ/o.jpg,False,3101 Promenade Blvd,,,Fair Lawn,US,"[3101 Promenade Blvd, Fair Lawn, NJ 07410]",NJ,7410,The Habit Burger Grill,12014753800.0,$,3.5,190,[],https://www.yelp.com/biz/the-habit-burger-grill-fair-lawn-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-fort-lee,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.8558320492,-73.9666164148,(201) 944-4880,16821.619032,WIUhr1i4LGqEg36fjpQ0Lw,https://s3-media3.fl.yelpcdn.com/bphoto/PdBpyKDyhyUilGIJcxJoNA/o.jpg,False,2152 Lemoine Ave,,,Fort Lee,US,"[2152 Lemoine Ave, Fort Lee, NJ 07024]",NJ,7024,McDonald's,12019444880.0,$,1.5,48,[delivery],https://www.yelp.com/biz/mcdonalds-fort-lee?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-union-city-5,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.775357,-74.031291,(201) 866-6777,15841.4538952,x0P1Zr-UnY9rPmZRNg-FoQ,https://s3-media3.fl.yelpcdn.com/bphoto/DY7iToq176VlE0d0To3sRA/o.jpg,False,3215 Kennedy Blvd,,,Union City,US,"[3215 Kennedy Blvd, Union City, NJ 07087]",NJ,7087,McDonald's,12018666777.0,$,2.0,26,[],https://www.yelp.com/biz/mcdonalds-union-city-5?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-north-bergen,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7661299,-74.04641,(201) 348-9682,16748.2519598,JMJ_QJ25ooPnMmzuiOe9mQ,https://s3-media3.fl.yelpcdn.com/bphoto/xQy1uXM7GYx8Yw_NZWa2yw/o.jpg,False,1500 Tonnelle Ave,,,North Bergen,US,"[1500 Tonnelle Ave, North Bergen, NJ 07047]",NJ,7047,Wendy's,12013489682.0,$,2.0,26,[],https://www.yelp.com/biz/wendys-north-bergen?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-franklin-square,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6925301463,-73.6836048961,(516) 354-4420,14906.9626292,7qLCAFGNT0OvSXhmWEHvNQ,https://s3-media1.fl.yelpcdn.com/bphoto/SCyeUzR31RJdxrDEN98miA/o.jpg,False,575 Franklin Ave,,,Franklin Square,US,"[575 Franklin Ave, Franklin Square, NY 11010]",NY,11010,McDonald's,15163544420.0,$,2.5,28,[],https://www.yelp.com/biz/mcdonalds-franklin-square?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-jamaica-10,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6858101,-73.7938614,(718) 845-7400,7121.17314863,bXoxn6wInHNKyhTa-7hS6Q,https://s3-media2.fl.yelpcdn.com/bphoto/vHQXCJQPOTA6uudVu0poqQ/o.jpg,False,11414 Sutphin Blvd,,,Jamaica,US,"[11414 Sutphin Blvd, Jamaica, NY 11434]",NY,11434,Subway,17188457400.0,$,3.0,4,[],https://www.yelp.com/biz/subway-jamaica-10?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-new-york-50,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7644527,-73.932619,(718) 777-1994,7679.46525131,ipQwOVxk-Gmo3lYRPlHvHw,https://s3-media3.fl.yelpcdn.com/bphoto/mFYBKL9tarwLs9hfQnbkVA/o.jpg,False,3310 21st St,,,New York,US,"[3310 21st St, New York, NY 11106]",NY,11106,Burger King,17187771994.0,$,2.0,1,[delivery],https://www.yelp.com/biz/burger-king-new-york-50?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-white-plains,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",41.0315742493,-73.7706222534,(914) 949-4099,34103.1689798,I1lLWNSTXArFytleI9BUbA,https://s3-media2.fl.yelpcdn.com/bphoto/alul1ijkfLZwD6byKvxdLA/o.jpg,False,100 Main St,,,White Plains,US,"[100 Main St, White Plains, NY 10601]",NY,10601,Wendy's,19149494099.0,$,3.0,7,[],https://www.yelp.com/biz/wendys-white-plains?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
dairy-queen-levittown,"[{u'alias': u'icecream', u'title': u'Ice Cream & Frozen Yogurt'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.725541,-73.521361,(516) 719-0180,27940.0267124,l0lQ0lSNyRKO6F9lR5doRg,https://s3-media1.fl.yelpcdn.com/bphoto/cZY6Yg4kOErnPbLiVAlMwQ/o.jpg,False,3095 Hempstead Tpke,,,Levittown,US,"[3095 Hempstead Tpke, Levittown, NY 11756]",NY,11756,Dairy Queen,15167190180.0,$,3.5,62,[],https://www.yelp.com/biz/dairy-queen-levittown?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-west-hempstead,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.7044420716,-73.6387301517,(516) 483-7468,18293.558698,Kznr7bolsdCZoMgrBUmUYg,https://s3-media1.fl.yelpcdn.com/bphoto/tn_0cVBezAaljIB9PUQYlw/o.jpg,False,19 Hempstead Tpke,,,West Hempstead,US,"[19 Hempstead Tpke, West Hempstead, NY 11552]",NY,11552,White Castle,15164837468.0,$,4.0,20,"[delivery, pickup]",https://www.yelp.com/biz/white-castle-west-hempstead?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
sonic-drive-in-east-meadow,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'icecream', u'title': u'Ice Cream & Frozen Yogurt'}]",40.7231399206,-73.5724756122,(516) 228-5013,23643.6758307,FyoKrniJ73AMcCkAsfnKJw,https://s3-media2.fl.yelpcdn.com/bphoto/hKkS5YIXBj1sNA-6qrzVdg/o.jpg,False,1724 Hempstead Tpke,,,East Meadow,US,"[1724 Hempstead Tpke, East Meadow, NY 11554]",NY,11554,Sonic Drive-In,15162285013.0,$,2.5,43,[],https://www.yelp.com/biz/sonic-drive-in-east-meadow?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-hyde-park,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.75827,-73.68988,(516) 673-9630,14050.5856042,lEAEwIQ8Y2qPEjYK75Pf1A,https://s3-media1.fl.yelpcdn.com/bphoto/h8aft6VNUVvTefWMUl0qVg/o.jpg,False,2335 New Hyde Park Rd,,,New Hyde Park,US,"[2335 New Hyde Park Rd, New Hyde Park, NY 11040]",NY,11040,Chipotle Mexican Grill,15166739630.0,$,3.0,88,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-hyde-park?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
checkers-new-york-74,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.8076429367,-73.9450317621,(212) 837-1500,11489.9270726,kFHCL2jLkAfoXm8dp3rylw,https://s3-media1.fl.yelpcdn.com/bphoto/G8lDccv6xUQsKwAwjHQqgA/o.jpg,False,79 W 125th St,,,New York,US,"[79 W 125th St, New York, NY 10027]",NY,10027,Checkers,12128371500.0,$,3.0,3,[],https://www.yelp.com/biz/checkers-new-york-74?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
foo-lee-brooklyn,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chinese', u'title': u'Chinese'}]",40.67871,-73.88784,(718) 348-0855,6569.38680684,-krbXi1-XWrHoxz5_htSYQ,https://s3-media4.fl.yelpcdn.com/bphoto/E1o_cpq7scFtKoiRl8lvHA/o.jpg,False,2892 Fulton St,,,Brooklyn,US,"[2892 Fulton St, Brooklyn, NY 11207]",NY,11207,Foo Lee,17183480855.0,$,4.0,6,[],https://www.yelp.com/biz/foo-lee-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-hackensack,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'tex-mex', u'title': u'Tex-Mex'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.864687,-74.036795,(201) 727-4343,21429.0090036,mNHFVco3KOtQ4ytlje3ekg,https://s3-media4.fl.yelpcdn.com/bphoto/32CsBaeyftOuIOATihUP3w/o.jpg,False,500 S River St,,,Hackensack,US,"[500 S River St, Hackensack, NJ 07601]",NJ,7601,Taco Bell,12017274343.0,$,4.0,25,[],https://www.yelp.com/biz/taco-bell-hackensack?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-brooklyn-19,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.6757987,-73.8663689,(718) 827-7712,6294.03327376,Z5ht4k22_DHTZTFZLvFUEg,https://s3-media3.fl.yelpcdn.com/bphoto/kTo711C49f2Sz3xm9QQFTg/o.jpg,False,624 Conduit Blvd,,,Brooklyn,US,"[624 Conduit Blvd, Brooklyn, NY 11208]",NY,11208,Popeyes Louisiana Kitchen,17188277712.0,$,2.5,11,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-brooklyn-19?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-rosedale,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.664934,-73.734701,(718) 276-3010,12402.6829311,VQtoBCnNbSTfDDw305MHgQ,https://s3-media3.fl.yelpcdn.com/bphoto/3QL1SuohB7qoMwSDzjYeew/o.jpg,False,24501 Francis Lewis Blvd,,,Rosedale,US,"[24501 Francis Lewis Blvd, Rosedale, NY 11422]",NY,11422,Popeyes Louisiana Kitchen,17182763010.0,$,3.5,14,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-rosedale?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-393,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.75048,-73.99059,(212) 736-7890,11797.5428473,T3kIirVGijXVCmftl6287w,https://s3-media2.fl.yelpcdn.com/bphoto/Bd4Zc7Ro1Cvp_oRVF30sdw/o.jpg,False,429 7th Ave,,,New York,US,"[429 7th Ave, New York, NY 10001]",NY,10001,McDonald's,12127367890.0,$,2.5,22,[delivery],https://www.yelp.com/biz/mcdonalds-new-york-393?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-bronx-51,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.855529,-73.867477,(718) 931-5822,13850.0447657,KmHXrTOBL7DeOmOjT0nigg,https://s3-media1.fl.yelpcdn.com/bphoto/QhZB-PuQ7RLbs5Jv2OaLPQ/o.jpg,False,2170 White Plains Rd,,,Bronx,US,"[2170 White Plains Rd, Bronx, NY 10462]",NY,10462,McDonald's,17189315822.0,$,2.5,7,[],https://www.yelp.com/biz/mcdonalds-bronx-51?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-bronx-15,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.8557121,-73.8678297,(718) 597-0577,13881.6201685,xBxWdrd2awZHzEoa0jq2Qg,https://s3-media1.fl.yelpcdn.com/bphoto/3iJFeKGWKr63DCOZOV5Ziw/o.jpg,False,2173 White Plains Rd,,,Bronx,US,"[2173 White Plains Rd, Bronx, NY 10462]",NY,10462,Subway,17185970577.0,$,3.0,5,[],https://www.yelp.com/biz/subway-bronx-15?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-434,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.81078,-73.953039,(212) 864-2124,12205.3532878,wKfyiP-eNWLSXF6CjWbI_A,https://s3-media2.fl.yelpcdn.com/bphoto/B45eWkF2h7sdL2mN9sMlhA/o.jpg,False,354 W 125th St,,,New York,US,"[354 W 125th St, New York, NY 10027]",NY,10027,McDonald's,12128642124.0,$,2.0,16,[],https://www.yelp.com/biz/mcdonalds-new-york-434?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-bronx-42,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.81743,-73.922245,(718) 292-8812,11203.6485327,AaJhUjMfW80EXjzkNCcg1g,https://s3-media3.fl.yelpcdn.com/bphoto/LDTlaFfZM1dsDk24g1ooIQ/o.jpg,False,279 E 149th St,,,Bronx,US,"[279 E 149th St, Bronx, NY 10451]",NY,10451,McDonald's,17182928812.0,$,2.5,13,[],https://www.yelp.com/biz/mcdonalds-bronx-42?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-53,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.75954,-73.9916,(212) 247-3275,12091.836561,0mUqijlzmRllplcM57sQeg,https://s3-media3.fl.yelpcdn.com/bphoto/XFH9ektFEac8exjVSMuf7g/o.jpg,False,620 9th Ave,,,New York,US,"[620 9th Ave, New York, NY 10036]",NY,10036,Chipotle Mexican Grill,12122473275.0,$,3.0,91,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-53?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-queens-18,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.70594,-73.79279,(718) 526-5161,5794.23801527,E5LSmhEG8G5W7aPYelrcRg,https://s3-media2.fl.yelpcdn.com/bphoto/-2lt1z2ib19C7scCl8TGFA/o.jpg,False,166-30 Jamaica Ave,,,Queens,US,"[166-30 Jamaica Ave, Queens, NY 11432]",NY,11432,McDonald's,17185265161.0,$,1.5,15,[],https://www.yelp.com/biz/mcdonalds-queens-18?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
